,Key,Quantità_x,Quantità_y,Differenza
2045,Campione singolo Detergente intimo (8 ml)__DISTRIBUTORI__REPUBBLICA CECA,1000.0,1.024209102161934e-08,97636312535.1227
2046,Campione singolo Detergente intimo (8 ml)__E-RETAILERS__AUSTRIA,1250.0,1.2881852335696505e-08,97035734258.19853
2055,Campione singolo Fitocell Out - Crema cellulite (5 ml)__E-RETAILERS__AUSTRIA,1250.0,1.2881852335696505e-08,97035734258.19853
2060,Campione singolo Idro-gel viso illuminante shine (3 ml)__E-RETAILERS__AUSTRIA,2000.0,2.1726862644781718e-08,92051946601.70381
2100,Campione singolo Olio gel struccante (3 ml)__PRIVATE LABEL__ITALIA,201.0,0.0,inf
2102,Campione singolo Shampoo - GIRASOLE E ARANCIO DOLCE (8 ml)__0__ITALIA,9211.0,0.0,inf
2103,Campione singolo Shampoo - GIRASOLE E ARANCIO DOLCE (8 ml)__DISTRIBUTORI__REPUBBLICA CECA,1250.0,0.0,inf
2104,Campione singolo Shampoo - GIRASOLE E ARANCIO DOLCE (8 ml)__E-RETAILERS__AUSTRIA,1250.0,0.0,inf
2116,Campione singolo Shampoo - SALVIA E LIMONE (8 ml)__0__ITALIA,6261.0,0.0,inf
2117,Campione singolo Shampoo - SALVIA E LIMONE (8 ml)__DISTRIBUTORI__REPUBBLICA CECA,1250.0,0.0,inf
2131,Campione singolo Shampoo neutro - EXTRAVERGINE (8 ml)__0__ITALIA,4261.0,0.0,inf
2142,Campione singolo Shampoo neutro - EXTRAVERGINE (8 ml)__PRIVATE LABEL__ITALIA,1210.0,1.200000000000017,1008.333333333319
2174,Campione singolo Wonder mask hair forza (5 ml)__0__ITALIA,2760.0,0.0,inf
2175,Campione singolo Wonder mask hair forza (5 ml)__DISTRIBUTORI__REPUBBLICA CECA,2672.0,3.636157517859888e-08,73484165272.70367
2176,Campione singolo Wonder mask hair forza (5 ml)__E-RETAILERS__AUSTRIA,3750.0,625.0000121966916,5.999999882911763
2187,Campione singolo Wonder mask hair forza (5 ml)__PRIVATE LABEL__ITALIA,1208.0,0.034587683433265314,34925.72731361895
2188,Campione singolo Wonder mask hair luce (5 ml)__0__ITALIA,601.0,0.0,inf
2189,Campione singolo Wonder mask hair luce (5 ml)__DISTRIBUTORI__REPUBBLICA CECA,498.0,5.187713884448125e-09,95996042012.43991
2196,Campione singolo Wonder mask hair volume (5 ml)__0__ITALIA,5250.0,0.0,inf
2202,Campione singolo Wonder mask hair volume (5 ml)__PRIVATE LABEL__ITALIA,1201.0,0.0,inf
2249,Campioni Bagnodoccia mediterraneo (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,190.0,1.1902380899098292e-10,1596319270998.9153
2258,Campioni Bagnodoccia mediterraneo (25 pz)__STRUTTURA RICETTIVA__ITALIA,256.0,47.90206096720353,5.34423769731478
2261,Campioni Balsamo Moringa & Girasole (25 pz)__BIOSTORIE__ITALIA,203.0,62.96567333205002,3.223978864316717
2274,Campioni Balsamo Moringa & Girasole (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,172.0,35.030383812097455,4.910023279293937
2283,Campioni Balsamo Moringa & Limone (25 pz)__BIOSTORIE__ITALIA,102.0,4.937180167016255,20.659566098363165
2296,Campioni Balsamo Moringa & Limone (25 pz)__NEGOZI AL DETTAGLIO__ITALIA,243.0,38.47409243064721,6.315938457496507
2318,Campioni Balsamo leave in Moringa & Lino (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,221.0,1.4155415498088432e-14,1.5612399369686052e+16
2337,Campioni Bio Bagnetto corpo e capelli (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,131.0,3.233955861934187e-08,4050766478.9726167
2372,Campioni Bio pasta protettiva per il cambio (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,106.0,3.190896808604468e-05,3321950.1086391723
2424,Campioni Contorno occhi Lift & restore (25 pz)__NEGOZI AL DETTAGLIO__ITALIA,494.0,116.55215008654345,4.238446048684561
2437,Campioni Crema corpo idratante - Sorbetto di fiori e radici (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,173.0,1.1090801181439506e-19,1.5598512422124753e+21
2457,Campioni Crema corpo nutriente - Soffice di Karitè (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,211.0,3.291952125353881e-13,640957073387930.1
2494,Campioni Crema ravvivaricci (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,183.0,3.7228725722077577e-10,491555905958.5979
2512,Campioni Crema viso IDRATANTE - ALOE VERA E ARGAN Linea Argan (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,166.0,5.558695082229164e-26,2.986312390666879e+27
2543,Campioni Crema viso NUTRIENTE - ARGAN E KARITé linea Argan (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,156.0,1.1182657095371845e-14,1.395017290341162e+16
2564,Campioni Crema viso idratante melissa (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,248.0,36.9999650137625,6.702709040610011
2572,Campioni Crema viso idratante melissa (25 pz)__STRUTTURA RICETTIVA__ITALIA,134.0,18.723599522122925,7.156743543978918
2575,Campioni Crema viso no-age melagrana (25 pz)__BIOSTORIE__ITALIA,516.0,135.06715675849824,3.8203217746162705
2586,Campioni Crema viso no-age melagrana (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,283.0,3.192427891779725e-18,8.864726458777813e+19
2607,Campioni Crema viso nutriente mirtilla (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,415.0,1.5830491765044703e-15,2.621523109701249e+17
2618,Campioni Crema viso protettiva SPF 30 (25 pz)__BIOSTORIE__ITALIA,248.0,46.31158956431188,5.3550310480189385
2636,Campioni Crema viso protettiva SPF 30 (25 pz)__NEGOZI AL DETTAGLIO__ITALIA,788.0,36.93148699237303,21.336806724374114
2653,Campioni Deep pure - Gel detergente viso purific (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,191.0,1.5910674675593627e-11,12004519223373.146
2667,Campioni Detergente corpo Iris e Zenzero - Succo di fiori (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,102.0,1.8000000152052507,56.666666187982855
2686,Campioni Detergente corpo Vaniglia e Carota - Dolce Schiuma (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,102.0,5.631991325068958e-18,1.8110823350522671e+19
2689,Campioni Detergente corpo Vaniglia e Carota - Dolce Schiuma (25 pz)__NEGOZI AL DETTAGLIO__ITALIA,171.0,53.33171670452871,3.206347190122972
2708,Campioni Detergente intimo (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,165.0,2.256163160174877e-07,731330086.9038688
2760,Campioni Idro-gel viso illuminante shine (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,166.0,36.958359837932136,4.491541311030427
2779,Campioni Latte struccante melissa (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,248.0,3.0550545100609966e-14,8117694763981428.0
2789,Campioni Latte struccante melissa (25 pz)__STRUTTURA RICETTIVA__ITALIA,137.0,12.388767841190583,11.05840401210021
2801,Campioni Olio gel struccante (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,420.0,1.0757175341198319e-57,3.9043706798332543e+59
2822,Campioni Shampoo - GIRASOLE E ARANCIO DOLCE (25 pz)__DISTRIBUTORI__ITALIA,110.0,7.01041960917434,15.690929520972764
2834,Campioni Shampoo - GIRASOLE E ARANCIO DOLCE (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,293.0,1.631961531640602e-41,1.795385456821698e+43
2846,Campioni Shampoo - GIRASOLE E ARANCIO DOLCE (25 pz)__STRUTTURA RICETTIVA__ITALIA,172.0,31.683102806725923,5.428761224847163
2849,Campioni Shampoo - SALVIA E LIMONE (25 pz)__BIOSTORIE__ITALIA,193.0,51.80539255230488,3.7254808909157315
2867,Campioni Shampoo - SALVIA E LIMONE (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,225.0,2.881498656292629e-17,7.80843674900365e+18
2869,Campioni Shampoo - SALVIA E LIMONE (25 pz)__NEGOZI AL DETTAGLIO__ITALIA,1028.0,245.6029711814078,4.1856171163364975
2878,Campioni Shampoo - SALVIA E LIMONE (25 pz)__STRUTTURA RICETTIVA__ITALIA,110.0,1.4086277170125823,78.09018569738781
2902,Campioni Shampoo neutro - EXTRAVERGINE (8 ml) (25 pz)__BIOSTORIE__ITALIA,121.0,37.508040480582004,3.225974976289203
2920,Campioni Shampoo neutro - EXTRAVERGINE (8 ml) (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,242.0,5.486296849537417e-27,4.410989901510789e+28
2923,Campioni Shampoo neutro - EXTRAVERGINE (8 ml) (25 pz)__NEGOZI AL DETTAGLIO__ITALIA,618.0,51.626012631112964,11.970709502898075
2944,Campioni Siero Urto Smagliature (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,112.0,7.614469286065633e-09,14708838632.386154
2962,Campioni Stay matte Crema primer opacizzante e levigante (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,227.0,7.21437530295472e-21,3.146495579555306e+22
2981,Campioni Stay pure Crema viso intensiva anti-imperfezioni (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,205.0,3.4984068055580657e-10,585981023345.5637
3004,Campioni Wonder mask hair forza (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,138.0,24.900000000000013,5.542168674698792
3011,Campioni Wonder mask hair luce (25 pz)__BIOSTORIE__ITALIA,254.0,18.6709198392098,13.604043195910902
3017,Campioni Wonder mask hair luce (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,150.0,0.0,inf
3018,Campioni Wonder mask hair luce (25 pz)__NEGOZI AL DETTAGLIO__ITALIA,154.0,13.790348405706215,11.167230549177233
3034,Campioni Wonder mask hair volume (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,111.0,25.999992302960127,4.269232033094199
3043,Campioni omaggio (se disponibili) circa:__LASAPONARIA E-COMMERCE__ITALIA,1646.0,1.1022437569051634e-19,1.493317598478919e+22
3044,Campioni omaggio (se disponibili) circa:__NEGOZI AL DETTAGLIO__ITALIA,217872.0,0.0,inf
3058,Campioni omaggio MISTI (25 pz)__LASAPONARIA E-COMMERCE__ITALIA,2934.0,2.3054145293989565e-20,1.272656159048725e+23
3061,Campioni omaggio MISTI (25 pz)__NEGOZI AL DETTAGLIO__ITALIA,5296.0,263.4371653145929,20.10346563544135
3069,Campioni omaggio MISTI (25 pz)__PRIVATE LABEL__ITALIA,587.0,3.7621289874233408e-87,1.5602867471113284e+89
3088,"Cartello A3 ""La Saponaria per Pesaro 2024""__NEGOZI AL DETTAGLIO__ITALIA",127.0,23.5723616025011,5.387665527179292
3094,"Cartello A4 ""Smagliature""__NEGOZI AL DETTAGLIO__ITALIA",268.0,0.8106421727573067,330.6020942488455
3103,"Cartello A4 ""Viso Anti-age""__NEGOZI AL DETTAGLIO__ITALIA",229.0,39.24123573597036,5.83569797701574
3120,Cassette in legno da esposizione 50x30x27__BIOSTORIE__ITALIA,391.0,18.426640985134764,21.219277041074907
3124,Cassette in legno da esposizione 50x30x27__PRIVATE LABEL__ITALIA,110.0,0.0,inf
3129,Cavalierino InsoliDI__NEGOZI AL DETTAGLIO__ITALIA,149.0,6.248174863801614,23.846963833106145
3144,Cera di soia (100 g)__BIOSTORIE__ITALIA,147.0,9.843377434517187,14.933898550361773
3162,Cheratina vegetale - Attivo capelli ristrutturante spray (100 ml)__DISTRIBUTORI__ITALIA,246.0,14.157135651314274,17.37639633177935
3178,Cheratina vegetale - Attivo capelli ristrutturante spray (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,4978.0,0.45526355183069694,10934.32579872156
3196,Cheratina vegetale - Attivo capelli ristrutturante spray (100 ml)__PRIVATE LABEL__ITALIA,412.0,2.5072990772036286e-308,inf
3200,Cheratina vegetale - Attivo capelli ristrutturante spray (100 ml)__STRUTTURA RICETTIVA__AUSTRIA,178.0,11.699999997755425,15.213675216593867
3201,Cheratina vegetale - Attivo capelli ristrutturante spray (100 ml)__STRUTTURA RICETTIVA__ITALIA,103.0,12.900025799987102,7.984480155078681
3209,Coco silicone (100 ml)__NEGOZI AL DETTAGLIO__ITALIA,297.0,42.89780831777029,6.92343062843536
3222,Coenzima Q10 R-PET (30 ml)__DISTRIBUTORI__ITALIA,1285.0,0.0,inf
3223,Coenzima Q10 R-PET (30 ml)__DISTRIBUTORI__PORTOGALLO,380.0,0.0,inf
3224,Coenzima Q10 R-PET (30 ml)__DISTRIBUTORI__REPUBBLICA CECA,1441.0,0.0,inf
3225,Coenzima Q10 R-PET (30 ml)__DISTRIBUTORI__ROMANIA,254.0,0.0,inf
3226,Coenzima Q10 R-PET (30 ml)__DISTRIBUTORI__SPAGNA,376.0,120.0,3.1333333333333333
3237,Coenzima Q10 R-PET (30 ml)__GAS__ITALIA,235.0,39.12124365247746,6.0069664984977535
3240,Coenzima Q10 R-PET (30 ml)__LASAPONARIA E-COMMERCE__ITALIA,3678.0,0.0002555135884406309,14394537.771734169
3255,Coenzima Q10 R-PET (30 ml)__PRIVATE LABEL__GRAN BRETAGNA,360.0,3.799878868108144e-09,94739862110.19254
3256,Coenzima Q10 R-PET (30 ml)__PRIVATE LABEL__ITALIA,474.0,1.779918968747726,266.3042578469097
3265,Collagene Vegetale Attivo Puro (30 ml)__DISTRIBUTORI__ALBANIA,255.0,0.0,inf
3266,Collagene Vegetale Attivo Puro (30 ml)__DISTRIBUTORI__BULGARIA,201.0,0.0,inf
3267,Collagene Vegetale Attivo Puro (30 ml)__DISTRIBUTORI__GRECIA ,360.0,0.0,inf
3269,Collagene Vegetale Attivo Puro (30 ml)__DISTRIBUTORI__PAESI BASSI,270.0,0.0,inf
3270,Collagene Vegetale Attivo Puro (30 ml)__DISTRIBUTORI__PORTOGALLO,968.0,0.0,inf
3271,Collagene Vegetale Attivo Puro (30 ml)__DISTRIBUTORI__ROMANIA,144.0,0.0,inf
3284,Collagene Vegetale Attivo Puro (30 ml)__GAS__ITALIA,433.0,112.87604777371841,3.8360662739364435
3289,Collagene Vegetale Attivo Puro (30 ml)__LASAPONARIA E-COMMERCE__ITALIA,11420.0,1.471917434882817,7758.587356436317
3304,Collagene Vegetale Attivo Puro (30 ml)__NEGOZI AL DETTAGLIO__REP.SAN MARINO,119.0,1.7192328004906483,69.21692045779888
3306,Collagene Vegetale Attivo Puro (30 ml)__NEGOZI AL DETTAGLIO__SVIZZERA,129.0,0.0,inf
3308,Collagene Vegetale Attivo Puro (30 ml)__NON PIU' CLIENTE__0,109.0,26.57867837686282,4.101031603395537
3311,Collagene Vegetale Attivo Puro (30 ml)__PRIVATE LABEL__GRAN BRETAGNA,360.0,3.799878868108144e-09,94739862110.19254
3312,Collagene Vegetale Attivo Puro (30 ml)__PRIVATE LABEL__ITALIA,1633.0,2.9545531136651626e-124,5.527062595176168e+126
3315,Collagene Vegetale Attivo Puro (30 ml)__STRUTTURA RICETTIVA__AUSTRIA,273.0,76.99966158090602,3.5454701279842653
3316,Collagene Vegetale Attivo Puro (30 ml)__STRUTTURA RICETTIVA__ITALIA,181.0,18.6998630188587,9.679215287163473
3321,Collutorio Extra Fresco Menta & Solidago (250 ml)__CATENA DI NEGOZI__ITALIA,300.0,0.0,inf
3324,Collutorio Extra Fresco Menta & Solidago (250 ml)__DISTRIBUTORI__ITALIA,762.0,146.69728111849133,5.1943702990958105
3328,Collutorio Extra Fresco Menta & Solidago (250 ml)__DISTRIBUTORI__SPAGNA,449.0,0.0,inf
3333,Collutorio Extra Fresco Menta & Solidago (250 ml)__GAS__ITALIA,199.0,57.857497715245344,3.4394850772739844
3336,Collutorio Extra Fresco Menta & Solidago (250 ml)__LASAPONARIA E-COMMERCE__ITALIA,1312.0,4.168803358260447,314.7186104137735
3345,Collutorio Extra Fresco Menta & Solidago (250 ml)__PRIVATE LABEL__ITALIA,111.0,0.004822131306632777,23018.867165089636
3353,Collutorio Protettivo Arancia & Xilitolo (250 ml)__DISTRIBUTORI__ITALIA,437.0,40.0,10.925
3354,Collutorio Protettivo Arancia & Xilitolo (250 ml)__DISTRIBUTORI__REPUBBLICA CECA,1440.0,407.2229505284203,3.5361464724211356
3356,Collutorio Protettivo Arancia & Xilitolo (250 ml)__DISTRIBUTORI__SPAGNA,175.0,0.0,inf
3360,Collutorio Protettivo Arancia & Xilitolo (250 ml)__GAS__ITALIA,157.0,32.53162298056398,4.826073389999621
3362,Collutorio Protettivo Arancia & Xilitolo (250 ml)__LASAPONARIA E-COMMERCE__ITALIA,791.0,3.9412059931598886,200.69998913348104
3370,Collutorio Protettivo Arancia & Xilitolo (250 ml)__PRIVATE LABEL__ITALIA,109.0,0.006049419862333207,18018.256705686763
3383,Conservante NOBACT (10 ml)__BIOSTORIE__ITALIA,140.0,45.00534439001628,3.1107416662954535
3386,Conservante NOBACT (10 ml)__E-RETAILERS__ITALIA,205.0,68.1691898203937,3.007223652505132
3388,Conservante NOBACT (10 ml)__LASAPONARIA E-COMMERCE__ITALIA,137.0,0.00111538307158112,122827.75621275531
3390,Conservante NOBACT (10 ml)__NEGOZI AL DETTAGLIO__ITALIA,207.0,46.8351614124014,4.4197563061069935
3397,Contorno occhi Lift & restore (15 ml)__BIOSTORIE__ITALIA,1678.0,222.34515858418902,7.546824993559013
3427,Cornice da esposizione In&Out - integratori di bellezza__NEGOZI AL DETTAGLIO__ITALIA,129.0,2.2167755321470537,58.19263075096165
3431,Corpo - Cofanetto Holiday Vibes: Crema corpo solida Coccola & Sapone da doccia M__LASAPONARIA E-COMMERCE__ITALIA,112.0,1.4382202349638957e-10,778740260199.5208
3432,Corpo - Cofanetto Holiday Vibes: Crema corpo solida Coccola & Sapone da doccia M__PRIVATE LABEL__ITALIA,513.0,0.0,inf
3433,Crema Ravvivaricci modellante - BABASSU BIO E PREBIOTICI (150 ml)__0__ITALIA,125.0,18.26923047521201,6.8421053732724015
3442,Crema Ravvivaricci modellante - BABASSU BIO E PREBIOTICI (150 ml)__DISTRIBUTORI__REPUBBLICA CECA,240.0,0.1569726238462641,1528.9290203561309
3455,Crema Ravvivaricci modellante - BABASSU BIO E PREBIOTICI (150 ml)__LASAPONARIA E-COMMERCE__ITALIA,3655.0,169.19574628058533,21.60219792960244
3469,Crema Ravvivaricci modellante - BABASSU BIO E PREBIOTICI (150 ml)__PRIVATE LABEL__GRAN BRETAGNA,161.0,5.999998185627364,26.83334144761341
3470,Crema Ravvivaricci modellante - BABASSU BIO E PREBIOTICI (150 ml)__PRIVATE LABEL__ITALIA,327.0,51.89999978320362,6.300578061000819
3472,Crema Ravvivaricci modellante - BABASSU BIO E PREBIOTICI (150 ml)__STRUTTURA RICETTIVA__ITALIA,176.0,38.79335323503227,4.536859676287625
3477,Crema corpo - LIME & ZENZERO (ti auguro un futuro luminoso) (75 ml)__DISTRIBUTORI__ITALIA,887.0,0.0,inf
3480,Crema corpo - LIME & ZENZERO (ti auguro un futuro luminoso) (75 ml)__E-RETAILERS__ITALIA,561.0,111.07775003662093,5.0505164158892795
3482,Crema corpo - LIME & ZENZERO (ti auguro un futuro luminoso) (75 ml)__LASAPONARIA E-COMMERCE__ITALIA,7182.0,2.3220851584227206e-261,3.0929098245812754e+264
3489,Crema corpo - LIME & ZENZERO (ti auguro un futuro luminoso) (75 ml)__PRIVATE LABEL__ITALIA,1107.0,4.91044759614996e-15,2.2543769754674586e+17
3490,Crema corpo - LIME & ZENZERO (ti auguro un futuro luminoso) (75 ml)__STRUTTURA RICETTIVA__AUSTRIA,193.0,8.918240331960128e-16,2.1641040476151958e+17
3505,Crema corpo idratante - Sorbetto di fiori e radici (180 ml)__DISTRIBUTORI__ITALIA,818.0,75.05066961331082,10.899303153651296
3507,Crema corpo idratante - Sorbetto di fiori e radici (180 ml)__DISTRIBUTORI__REPUBBLICA CECA,252.0,0.0,inf
3515,Crema corpo idratante - Sorbetto di fiori e radici (180 ml)__GAS__ITALIA,233.0,53.43849568666388,4.360152676568467
3517,Crema corpo idratante - Sorbetto di fiori e radici (180 ml)__LASAPONARIA E-COMMERCE__ITALIA,1654.0,0.09186176735315012,18005.314372424615
3528,Crema corpo idratante - Sorbetto di fiori e radici (180 ml)__PRIVATE LABEL__ITALIA,261.0,69.94757310880898,3.7313660560316206
3536,Crema corpo nutriente - Soffice di Karitè (180 ml)__CATENA DI NEGOZI__ITALIA,108.0,0.0,inf
3538,Crema corpo nutriente - Soffice di Karitè (180 ml)__DISTRIBUTORI__ITALIA,1121.0,211.30311523579837,5.305174979313715
3539,Crema corpo nutriente - Soffice di Karitè (180 ml)__DISTRIBUTORI__PORTOGALLO,152.0,0.0,inf
3540,Crema corpo nutriente - Soffice di Karitè (180 ml)__DISTRIBUTORI__REPUBBLICA CECA,684.0,0.0,inf
3552,Crema corpo nutriente - Soffice di Karitè (180 ml)__GAS__ITALIA,358.0,87.66771928611193,4.0836011580457905
3554,Crema corpo nutriente - Soffice di Karitè (180 ml)__LASAPONARIA E-COMMERCE__ITALIA,3101.0,0.03264263404857783,94998.46107348998
3567,Crema corpo nutriente - Soffice di Karitè (180 ml)__PRIVATE LABEL__ITALIA,300.0,91.93741087162445,3.263089499212686
3568,Crema corpo nutriente - Soffice di Karitè (180 ml)__STRUTTURA RICETTIVA__AUSTRIA,169.0,54.500376963689604,3.1008959830240213
3569,Crema corpo nutriente - Soffice di Karitè (180 ml)__STRUTTURA RICETTIVA__ITALIA,144.0,8.868727870565333,16.236826983712692
3573,Crema di sapone extravergine (200 ml)__DISTRIBUTORI__REPUBBLICA CECA,336.0,0.0,inf
3574,Crema di sapone extravergine (200 ml)__DISTRIBUTORI__ROMANIA,168.0,0.0,inf
3579,Crema di sapone extravergine (200 ml)__GAS__ITALIA,102.0,20.03217815915658,5.091807749991304
3581,Crema di sapone extravergine (200 ml)__LASAPONARIA E-COMMERCE__ITALIA,442.0,47.02938979461796,9.398378374251891
3598,Crema doposole  - Balsamo per la pelle (150 ml)__BIOSTORIE__ITALIA,2228.0,606.278014731672,3.6748817305969337
3600,Crema doposole  - Balsamo per la pelle (150 ml)__CATENA DI NEGOZI__ITALIA,211.0,0.0,inf
3602,Crema doposole  - Balsamo per la pelle (150 ml)__DISTRIBUTORI__ITALIA,868.0,0.0,inf
3603,Crema doposole  - Balsamo per la pelle (150 ml)__DISTRIBUTORI__REPUBBLICA CECA,2162.0,701.7728208351208,3.0807690691514464
3607,Crema doposole  - Balsamo per la pelle (150 ml)__E-RETAILERS__ITALIA,490.0,9.123819358845669,53.705578851135215
3610,Crema doposole  - Balsamo per la pelle (150 ml)__GAS__ITALIA,280.0,33.03808623198152,8.475067170475343
3618,Crema doposole  - Balsamo per la pelle (150 ml)__NEGOZI AL DETTAGLIO__ITALIA,4999.0,1227.5518744004314,4.07233299402654
3624,Crema mani - EXTRAVERGINE (60 ml)__BIOSTORIE__ITALIA,1738.0,552.2211177375983,3.1472899970222694
3627,Crema mani - EXTRAVERGINE (60 ml)__DISTRIBUTORI__BULGARIA,115.0,25.689430590838548,4.476549201561972
3628,Crema mani - EXTRAVERGINE (60 ml)__DISTRIBUTORI__ITALIA,1886.0,158.5033146628732,11.89880479163105
3629,Crema mani - EXTRAVERGINE (60 ml)__DISTRIBUTORI__PORTOGALLO,165.0,0.0,inf
3635,Crema mani - EXTRAVERGINE (60 ml)__GAS__ITALIA,246.0,37.35977718452632,6.584621711873814
3638,Crema mani - EXTRAVERGINE (60 ml)__LASAPONARIA E-COMMERCE__ITALIA,3794.0,448.95436471982845,8.450747555083153
3651,Crema mani - EXTRAVERGINE (60 ml)__STRUTTURA RICETTIVA__AUSTRIA,133.0,19.000080350752903,6.9999703972162255
3660,Crema mani - MENTA E LIMONE (60 ml)__DISTRIBUTORI__ITALIA,3294.0,588.9978712400676,5.592549923932424
3661,Crema mani - MENTA E LIMONE (60 ml)__DISTRIBUTORI__PORTOGALLO,400.0,0.0,inf
3662,Crema mani - MENTA E LIMONE (60 ml)__DISTRIBUTORI__REPUBBLICA CECA,900.0,0.0,inf
3664,Crema mani - MENTA E LIMONE (60 ml)__DISTRIBUTORI__SPAGNA,465.0,60.0,7.75
3668,Crema mani - MENTA E LIMONE (60 ml)__GAS__ITALIA,555.0,75.86039359188187,7.3160706624568945
3670,Crema mani - MENTA E LIMONE (60 ml)__LASAPONARIA E-COMMERCE__ITALIA,6567.0,1519.5453211937418,4.321687486649639
3676,Crema mani - MENTA E LIMONE (60 ml)__NEGOZI AL DETTAGLIO__GERMANIA,318.0,10.505922116789455,30.268642434708898
3685,Crema mani - MENTA E LIMONE (60 ml)__STRUTTURA RICETTIVA__AUSTRIA,244.0,1.5001900797628842,162.64605618413765
3686,Crema mani - MENTA E LIMONE (60 ml)__STRUTTURA RICETTIVA__ITALIA,145.0,3.368092180069933,43.05107825077083
3697,Crema mani - ROSA E KARITE' (60 ml)__DISTRIBUTORI__PORTOGALLO,135.0,0.0,inf
3698,Crema mani - ROSA E KARITE' (60 ml)__DISTRIBUTORI__REPUBBLICA CECA,360.0,48.00014506765854,7.499977333246857
3706,Crema mani - ROSA E KARITE' (60 ml)__LASAPONARIA E-COMMERCE__ITALIA,7391.0,1978.9994688141007,3.7347155047136
3722,Crema mani - ROSA E KARITE' (60 ml)__PRIVATE LABEL__ITALIA,529.0,48.59676111714683,10.885499112272075
3723,Crema mani - ROSA E KARITE' (60 ml)__STRUTTURA RICETTIVA__AUSTRIA,207.0,0.0,inf
3730,Crema mani MANDORLE & FRUTTI ROSSI (40 ml)__E-RETAILERS__ITALIA,194.0,0.0,inf
3732,Crema mani MANDORLE & FRUTTI ROSSI (40 ml)__LASAPONARIA E-COMMERCE__ITALIA,5104.0,0.0,inf
3735,Crema mani MANDORLE & FRUTTI ROSSI (40 ml)__PRIVATE LABEL__ITALIA,649.0,0.0,inf
3736,Crema mani MANDORLE & FRUTTI ROSSI (40 ml)__STRUTTURA RICETTIVA__AUSTRIA,259.0,2.731772213789752e-06,94810247.6087099
3747,"Crema mani e unghie Fitocheratina, ricino e limone (40 ml)__E-RETAILERS__ITALIA",938.0,232.3065155158181,4.037768798336309
3753,"Crema mani e unghie Fitocheratina, ricino e limone (40 ml)__LASAPONARIA E-COMMERCE__ITALIA",6361.0,0.0005167716001363673,12309112.958841855
3761,"Crema mani e unghie Fitocheratina, ricino e limone (40 ml)__NON PIU' CLIENTE__0",185.0,32.49326087026472,5.693488281728519
3762,"Crema mani e unghie Fitocheratina, ricino e limone (40 ml)__PRIVATE LABEL__ITALIA",904.0,289.4950462754485,3.1226786490151643
3764,"Crema mani e unghie Fitocheratina, ricino e limone (40 ml)__STRUTTURA RICETTIVA__AUSTRIA",334.0,14.013037552639382,23.834946473620953
3765,"Crema mani e unghie Fitocheratina, ricino e limone (40 ml)__STRUTTURA RICETTIVA__ITALIA",115.0,2.231455564811828,51.535868252746326
3770,Crema notte Deep Care (50 ml)__DISTRIBUTORI__ITALIA,135.0,3.9623650591422474e-131,3.4070560885983616e+132
3795,Crema piedi limited edition (100 ml)__BIOSTORIE__ITALIA,204.0,40.245502747011194,5.068889343546589
3796,Crema piedi limited edition (100 ml)__LASAPONARIA E-COMMERCE__ITALIA,469.0,2.064653599029367e-43,2.271567493067534e+45
3800,Crema solare SPF 50 - bimbi e pelli sensibili (125 ml)__BIOSTORIE__ITALIA,1089.0,0.0,inf
3804,Crema solida gambe e corpo UP! - Pepe Rosa & Zenzero (80 ml)__BIOSTORIE__ITALIA,881.0,277.805355115742,3.1712851598305196
3806,Crema solida gambe e corpo UP! - Pepe Rosa & Zenzero (80 ml)__DISTRIBUTORI__ITALIA,372.0,0.0,inf
3814,Crema solida gambe e corpo UP! - Pepe Rosa & Zenzero (80 ml)__GAS__ITALIA,103.0,17.567976127165682,5.862940571778739
